V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
57155,0,0,18,0,2478,39900,20,8467,TL,0,14.5,MALE,SELF,OWNED,15-01-1970,46,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57156,0,0,13,0,3994,48200,14,8467,TL,0,13.72,FEMALE,SELF,OWNED,30-04-1969,46,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57157,0,0,15,0,1848,27400,18,8467,TL,0,14.25,MALE,SELF,OWNED,01-03-1984,31,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57158,0,0,18,0,1690,27300,20,8467,TL,0,14.25,MALE,SELF,OWNED,29-05-1972,43,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57159,0,0,15,0,1851,27500,18,8827,TL,0,14.09,MALE,SELF,OWNED,26-04-1984,31,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57160,0,1,15,1,1683,25000,18,8828,TL,0,14.09,MALE,SAL,OWNED,01-01-1990,25,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57161,0,0,18,0,2625,39000,18,8828,TL,0,14.09,MALE,SELF,OWNED,02-08-1968,46,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57162,0,0,15,0,2625,39000,18,8828,TL,0,14.09,MALE,SAL,OWNED,23-01-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57163,0,0,15,0,2625,39000,18,8828,TL,0,14.09,MALE,SAL,OWNED,07-02-1970,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57164,0,0,16,0,2154,32000,18,8827,TL,0,14.09,MALE,SELF,OWNED,01-01-1973,43,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57165,0,0,17,0,2423,36000,18,8828,TL,0,14.09,FEMALE,SELF,OWNED,17-08-1984,30,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57166,0,1,15,1,2625,39000,18,8828,TL,0,14.09,MALE,SELF,OWNED,28-08-1983,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57167,0,0,16,0,2257,45900,24,1546,SC,4,9,MALE,SELF,OWNED,01-01-1990,26,2,1,1,27956,0,,27956,45900,,,0,0,0,TIER 4,0
57168,0,0,12,0,2778,56200,24,1753,SC,4,9.3,MALE,SAL,OWNED,10-06-1974,42,2,1,0,,0,,,56200,,,0,0,0,TIER 4,0
57169,0,0,12,0,2435,36900,18,1450,MC,0,12.5,MALE,SELF,RENT,07-03-1985,31,2,2,0,,0,,,36900,,,0,0,0,TIER 1,0
57170,0,1,14,1,1948,29900,18,1304,MO,0,11.5,MALE,SELF,RENT,08-06-1987,29,6,3,3,40000,0,40000,90295,40000,,14,0,0,0,TIER 1,0
57171,0,0,17,0,2625,39000,18,8828,TL,0,14.09,FEMALE,SELF,OWNED,23-06-1980,34,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57172,0,0,15,0,1481,22000,18,8827,TL,0,14.09,MALE,SELF,OWNED,01-01-1994,21,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57173,0,0,17,0,2494,40300,20,8207,TL,0,14.25,FEMALE,SELF,OWNED,28-10-1977,37,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57174,0,0,16,0,1414,21000,18,8347,TL,0,14.09,MALE,SAL,,13-06-1993,21,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57175,0,0,15,0,1245,18500,18,8207,TL,0,14.09,MALE,SELF,OWNED,14-05-1974,42,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57176,0,0,16,0,1275,18500,18,8387,TL,0,15.99,MALE,SAL,OWNED,04-05-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57177,0,0,16,0,2289,34000,18,8347,TL,0,14.09,MALE,SELF,OWNED,09-03-1976,40,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57178,0,0,23,1,1437,27300,26,8361,TL,0,16.99,MALE,SELF,OWNED,20-03-1962,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57179,0,0,22,0,2800,52500,24,2029,SC,0,14,MALE,SAL,OWNED,19-10-1976,40,6,1,2,120000,0,,24000,52500,,17,0,0,0,TIER 4,0
57180,0,0,15,0,2154,32000,18,8827,TL,0,14.09,MALE,SAL,OWNED,25-03-1986,30,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57181,0,1,11,1,2765,31900,12,3669,MC,0,3.99,MALE,SELF,OWNED,08-11-1983,32,3,2,0,,0,,,31900,,,1,0,0,TIER 2,0
57182,0,1,23,1,2791,53200,24,1622,SC,0,12.95,MALE,SAL,OWNED,22-09-1992,24,3,1,1,30500,0,,30500,53200,,13,0,0,0,TIER 2,0
57183,0,0,16,0,1818,27000,18,8757,TL,0,14.09,MALE,SAL,OWNED,17-07-1978,36,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57184,0,0,11,0,2852,32900,12,2415,MC,0,3.99,MALE,SELF,OWNED,20-04-1985,31,4,4,0,,0,,,32900,,,0,0,0,TIER 2,0
57185,0,1,8,1,3000,42850,15,1151,SC,5,4,MALE,SAL,OWNED,05-07-1986,30,9,6,1,245000,0,130515,245000,52515,24,,0,0,0,TIER 3,0
57186,0,0,17,0,3091,61700,25,1005,MC,1,12.1,MALE,PENS,RENT,20-03-1957,59,9,2,0,,0,,,61700,,,0,0,0,TIER 3,0
57187,0,0,17,0,1481,22000,18,8456,TL,0,14.09,MALE,SELF,OWNED,20-01-1982,34,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57188,0,0,23,0,1334,26300,26,8456,TL,0,14.69,MALE,SELF,OWNED,01-01-1983,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57189,0,0,11,0,2409,28900,12,1876,MC,0,0,MALE,SELF,OWNED,12-01-1981,35,1,1,0,,0,,,28900,,,0,0,0,TIER 2,0
57190,0,0,9,0,5571,61900,12,3669,MC,1,7.99,MALE,SAL,OWNED,07-08-1982,34,1,1,0,,0,,,61900,,,0,0,0,TIER 2,0
57191,0,0,14,0,2593,47765,21,1144,MC,1,7.99,MALE,SELF,OWNED,01-01-1968,48,1,1,0,,0,,,47765,,,0,0,0,TIER 2,0
57192,1,1,23,3,2252,43400,24,4420,MC,0,12.25,MALE,SELF,RENT,01-04-1992,24,1,1,0,,0,,,43400,,,0,0,0,TIER 4,0
57193,0,1,17,1,2625,39000,18,8468,TL,0,14.09,MALE,SAL,OWNED,11-03-1963,53,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57194,0,0,15,0,1447,21500,18,8468,TL,0,14.09,MALE,SAL,,15-08-1985,29,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57195,0,0,23,0,2476,50700,25,2296,MC,1,10.6,MALE,SAL,OWNED,27-08-1991,25,2,1,1,,0,,,50700,,,1,1,1,TIER 3,0
57196,0,0,16,0,1830,33770,25,1414,MO,1,17,MALE,SELF,OWNED,01-06-1984,32,13,8,0,500000,0,,,33770,,,0,0,0,TIER 3,0
57197,0,2,8,2,4025,46000,12,1194,SC,2,5,MALE,SAL,OWNED,23-02-1984,32,11,10,1,46000,0,46000,,46000,37,,17,14,7,TIER 4,0
57198,0,0,8,0,2125,24284,12,1079,MO,2,5,MALE,SELF,OWNED,12-05-1966,50,30,7,5,256000,0,24284,98000,24284,,,17,17,1,TIER 4,0
57199,0,1,14,1,1772,22730,15,1172,MO,0,13.5,MALE,SAL,OWNED,28-10-1983,33,3,3,0,,0,,,22730,,,4,3,1,TIER 3,0
57200,0,0,16,0,2832,56630,25,1729,SC,1,12,FEMALE,SAL,RENT,04-01-1977,39,5,5,0,32000,0,32000,,56630,,,0,0,0,TIER 3,0
57201,0,0,21,0,2018,43586,24,4440,SC,2,5.55,FEMALE,SAL,OWNED,01-01-1968,48,3,3,0,,0,,,43586,,,2,1,0,TIER 2,0
57202,0,0,17,0,2562,48800,24,1144,MC,0,13,MALE,SAL,OWNED,01-01-1992,24,1,1,0,,0,,,48800,,,0,0,0,TIER 2,0
57203,0,0,11,0,2409,28900,12,1144,MC,0,0.01,MALE,SELF,OWNED,01-01-1971,45,1,1,0,,0,,,28900,,,0,0,0,TIER 2,0
57204,0,0,16,0,1212,18000,18,8757,TL,0,14.09,MALE,SELF,OWNED,15-05-1962,52,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57205,0,0,16,0,2625,39000,18,8456,TL,0,14.09,MALE,SELF,OWNED,11-10-1964,50,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57206,0,0,16,0,1481,22000,18,8456,TL,0,14.09,MALE,SELF,OWNED,23-06-1990,26,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57207,0,3,21,4,1707,32000,24,1172,MO,0,14,MALE,SELF,OWNED,14-05-1967,49,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57208,0,2,21,2,1887,33530,24,2307,MO,0,17.5,MALE,SELF,OWNED,06-06-1976,40,3,3,0,,0,,,41500,,,0,0,0,TIER 3,0
57209,0,0,16,0,1636,31406,24,1194,MO,0,12.5,MALE,SAL,RENT,15-01-1981,35,1,1,0,,0,,,31406,,,0,0,0,TIER 4,0
57210,0,1,14,1,2915,43900,18,2594,MC,0,13,MALE,SAL,OWNED,08-05-1975,41,1,1,0,,0,,,43900,,,0,0,0,TIER 4,0
57211,0,2,20,2,2475,50440,24,1844,SC,1,8.88,MALE,SELF,OWNED,01-01-1967,49,1,1,0,,0,,,50440,,,0,0,0,TIER 2,0
57212,0,1,12,1,2644,44900,18,1144,MC,3,3.99,MALE,SELF,OWNED,15-08-1987,29,4,3,1,37000,0,60000,37000,44900,,,0,0,0,TIER 2,0
57213,0,0,15,0,1212,18000,18,8456,TL,0,14.09,MALE,SELF,OWNED,01-01-1986,30,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57214,0,0,11,0,3069,31883,12,1174,SC,0,15.5,FEMALE,SAL,OWNED,29-05-1982,34,4,4,0,500000,0,500000,,31883,,,0,0,0,TIER 3,0
57215,0,0,22,0,1728,34500,25,1005,MO,1,12.1,MALE,SELF,OWNED,17-11-1986,30,18,2,13,450000,0,73300,940987,73300,13,22,0,0,0,TIER 3,0
57216,0,0,17,1,2667,39625,18,8456,TL,0,14.09,MALE,SELF,OWNED,20-05-1994,22,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57217,0,1,17,1,1516,22000,18,8390,TL,0,15.99,MALE,SELF,OWNED,10-04-1967,49,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57218,0,1,14,1,2879,46900,18,3489,SC,1,6.99,FEMALE,SAL,OWNED,01-01-1986,30,1,1,0,,0,,,46900,,,0,0,0,TIER 4,0
57219,0,1,19,2,3197,62900,24,2118,MC,1,10.99,MALE,SAL,OWNED,01-01-1994,22,1,1,0,,0,,,62900,,,0,0,0,TIER 2,0
57220,0,0,16,0,2355,35000,18,8348,TL,0,14.07,FEMALE,SELF,OWNED,05-06-1978,38,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57221,0,1,20,1,1912,37000,24,1277,MC,0,12,MALE,SELF,OWNED,01-01-1972,44,2,1,1,,0,,,37000,,17,0,0,0,TIER 4,0
57222,0,0,10,0,2774,32000,12,1162,MC,0,3.99,MALE,SAL,RENT,01-01-1991,25,1,1,0,,0,,,32000,,,0,0,0,TIER 2,0
57223,0,0,18,0,2223,48009,24,1005,SC,2,5.55,FEMALE,SELF,OWNED,07-01-1981,35,0,0,0,,0,,,,,,0,0,0,TIER 3,0
57224,0,0,18,0,1481,22000,18,8757,TL,0,14.09,MALE,SELF,OWNED,25-03-1990,25,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57225,0,0,16,0,2087,31000,18,8456,TL,0,14.09,MALE,SELF,OWNED,01-01-1958,58,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57226,0,0,15,0,1481,22000,18,8456,TL,0,14.09,MALE,SELF,OWNED,14-09-1988,28,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57227,0,0,16,0,1481,22000,18,8757,TL,0,14.09,MALE,SELF,OWNED,01-01-1963,52,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57228,0,0,15,0,3029,45000,18,8757,TL,0,14.09,MALE,SELF,OWNED,01-01-1965,51,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57229,0,0,18,2,2136,31000,18,8390,TL,0,15.99,FEMALE,SELF,OWNED,18-05-1984,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57230,0,1,18,1,3200,48500,18,1079,SC,0,12.5,MALE,SAL,OWNED,31-05-1992,24,1,1,0,,0,,,48500,,,0,0,0,TIER 4,0
57231,0,2,22,2,2351,47900,24,1377,SC,1,8.88,MALE,SELF,RENT,01-01-1981,35,1,1,0,,0,,,47900,,,2,1,0,TIER 4,0
57232,0,0,10,0,2956,34100,12,1615,SC,0,3.99,MALE,SELF,OWNED,20-09-1987,29,8,4,4,,0,,,42316,,81,0,0,0,TIER 2,0
57233,0,0,10,0,2912,33593,12,1448,SC,0,3.99,FEMALE,SAL,OWNED,26-10-1992,24,1,1,0,,0,,,33593,,,0,0,0,TIER 2,0
57234,0,0,23,0,1466,27900,26,8383,TL,0,16.89,MALE,SELF,OWNED,23-04-1965,51,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57235,0,0,17,0,2289,34000,18,8345,TL,0,14.09,FEMALE,SAL,OWNED,23-05-1987,29,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57236,0,0,16,0,1683,25000,18,8205,TL,0,14.09,MALE,SELF,OWNED,12-06-1971,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57237,0,0,16,0,2659,39500,18,8205,TL,0,14.09,MALE,SELF,OWNED,02-02-1989,27,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57238,0,0,15,0,1515,22500,18,8345,TL,0,14.09,MALE,SAL,OWNED,15-01-1987,29,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57239,0,0,16,1,1239,18000,18,8384,TL,0,15.9,MALE,SAL,OWNED,20-05-1969,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57240,0,1,14,1,3009,45900,18,2042,MC,0,12,MALE,SELF,OWNED,09-08-1994,22,2,2,0,360000,0,360000,,45900,,,0,0,0,TIER 4,0
57241,0,0,10,0,3150,33900,12,2061,MC,0,11.5,MALE,SELF,OWNED,01-01-1990,26,1,1,0,,0,,,33900,,,0,0,0,TIER 4,0
57242,0,1,11,1,3010,32100,12,4398,MC,0,12.5,MALE,SELF,OWNED,01-01-1982,34,1,1,0,,0,,,32100,,,1,0,0,TIER 4,0
57243,0,0,11,0,3290,45900,15,2594,MC,1,5.99,MALE,SELF,OWNED,01-01-1988,28,2,1,0,,0,,,45900,,,0,0,0,TIER 4,0
57244,0,0,20,0,2705,53920,25,1344,MC,1,12.2,MALE,SELF,OWNED,03-04-1982,34,6,4,0,,0,,,53920,,,0,0,0,TIER 3,0
57245,0,2,11,2,2347,32630,15,1344,MO,3,6.3,MALE,SAL,OWNED,13-04-1980,36,2,1,1,,0,,,32630,,38,0,0,0,TIER 3,0
57246,0,1,8,1,3000,30000,10,1079,SC,0,0,FEMALE,HOUSEWIFE,RENT,15-07-1984,32,5,5,0,30000,0,30000,,30000,,,6,6,3,TIER 4,1
57247,0,0,15,0,1629,24200,18,8456,TL,0,14.09,MALE,SELF,OWNED,08-06-1982,33,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57248,0,0,8,0,3000,30000,10,1079,MC,0,0,MALE,SELF,OWNED,23-08-1993,23,7,5,0,67000,0,184000,,54900,,,6,5,3,TIER 4,0
57249,0,1,11,1,2109,22000,12,3899,MO,0,15,MALE,SELF,OWNED,19-07-1971,45,2,2,0,,0,,,22000,,,6,6,3,TIER 4,0
57250,0,0,17,0,2573,45639,21,1378,MC,1,10.5,MALE,SAL,OWNED,04-04-1982,34,2,1,1,600000,0,,600000,45639,24,,0,0,0,TIER 4,0
57251,0,0,17,0,1782,34400,24,1379,MO,0,12.15,MALE,SELF,RENT,01-01-1971,45,3,3,0,,0,,,34400,,,0,0,0,TIER 4,0
57252,0,1,22,2,2976,52900,24,1898,SC,0,17.5,MALE,SELF,OWNED,01-07-1973,43,5,4,1,1588150,0,3136300,158815,52900,9,,0,0,0,TIER 4,0
57253,0,0,13,0,2476,46900,24,3232,MC,0,13.35,MALE,SELF,OWNED,26-06-1993,23,1,1,0,,0,,,46900,,,0,0,0,TIER 4,0
57254,0,0,10,0,3268,34400,12,4701,MC,0,14,MALE,SELF,OWNED,01-01-1987,29,1,1,0,,0,,,34400,,,0,0,0,TIER 4,0
57255,0,0,17,0,2747,51900,24,1377,MC,0,13.5,MALE,SELF,OWNED,10-10-1970,46,1,1,0,,0,,,51900,,,0,0,0,TIER 4,0
57256,0,1,19,2,2498,50900,24,1377,SC,1,8.88,MALE,STUDENT,RENT,07-12-1995,20,1,1,0,,0,,,50900,,,0,0,0,TIER 4,0
57257,0,2,21,2,1829,34000,24,8345,TL,0,14.55,FEMALE,SELF,RENT,06-06-1976,40,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57258,0,0,23,3,2115,41700,26,8345,TL,0,14.69,FEMALE,SAL,,06-11-1982,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57259,0,0,14,1,2975,35900,14,8345,TL,0,13.72,MALE,SAL,OWNED,20-03-1989,27,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57260,0,0,8,0,2545,22900,9,1051,MC,0,0,MALE,SELF,OWNED,01-01-1978,38,1,1,0,,0,,,22900,,,0,0,0,TIER 4,0
57261,0,0,16,0,1481,22000,18,8456,TL,0,14.09,MALE,SELF,OWNED,01-01-1984,32,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57262,0,0,16,0,1649,24500,18,8456,TL,0,14.09,MALE,SELF,OWNED,17-07-1970,46,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57263,0,0,17,0,2191,49600,30,1379,MC,0,13,MALE,SAL,OWNED,01-01-1990,26,1,1,0,,0,,,49600,,,0,0,0,TIER 4,0
57264,0,1,15,1,1952,29000,18,8345,TL,0,14.09,MALE,SELF,OWNED,10-03-1971,45,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57265,0,1,15,2,1597,23200,18,8384,TL,0,15.9,MALE,SELF,OWNED,09-04-1964,52,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57266,0,0,22,0,2883,54050,24,1622,MC,0,13.99,MALE,SELF,OWNED,10-03-1979,37,1,1,0,,0,,,54050,,,0,0,0,TIER 2,0
57267,0,0,23,0,1837,32900,24,1079,MO,0,17,MALE,SELF,OWNED,12-07-1984,32,1,1,0,,0,,,32900,,,0,0,0,TIER 4,0
57268,0,1,18,1,3049,46500,18,1235,SC,0,12,FEMALE,SELF,OWNED,21-05-1973,43,2,2,0,41000,0,41000,,46500,,,0,0,0,TIER 4,0
57269,0,0,17,0,1741,32900,24,1079,MO,0,13.5,FEMALE,HOUSEWIFE,RENT,12-07-1969,47,13,13,0,10000,0,10000,,47781,,,2,2,1,TIER 4,0
57270,0,1,14,1,1890,29200,18,1235,MO,0,11,MALE,SELF,OWNED,11-10-1958,58,11,9,1,128000,0,228000,,29200,57,,1,0,0,TIER 4,0
57271,0,0,21,0,1656,29299,24,1461,MO,0,17.8,MALE,SELF,OWNED,20-12-1985,30,1,1,0,,0,,,29299,,,0,0,0,TIER 3,0
57272,0,0,16,0,1273,18500,18,8390,TL,0,15.9,MALE,SAL,OWNED,05-11-1969,46,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57273,0,0,21,0,1668,31000,24,8348,TL,0,14.55,MALE,SELF,OWNED,13-07-1972,44,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57274,0,0,21,0,1721,35000,25,1289,MO,2,11,MALE,SELF,RENT,29-08-1967,49,3,3,0,370000,0,370000,,35000,,,0,0,0,TIER 4,0
57275,0,0,20,2,2227,46800,25,4424,SC,1,9.1,FEMALE,SAL,OWNED,24-11-1986,30,1,1,0,,0,,,46800,,,0,0,0,TIER 3,0
57276,0,0,15,1,1703,24750,18,8384,TL,0,15.9,FEMALE,SELF,OWNED,21-08-1984,31,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57277,0,0,16,0,3513,51000,18,8384,TL,0,15.99,MALE,SELF,OWNED,01-01-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57278,0,0,15,0,1275,18500,18,8383,TL,0,15.99,MALE,SELF,OWNED,09-12-1961,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57279,0,0,17,0,1752,27600,20,8383,TL,0,16.15,MALE,SELF,OWNED,11-04-1960,56,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57280,0,0,17,0,1275,18500,18,8383,TL,0,15.99,MALE,SELF,OWNED,15-05-1974,40,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57281,0,1,15,1,1683,25000,18,8205,TL,0,14.09,MALE,SELF,OWNED,20-02-1963,53,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57282,0,1,16,1,1649,24500,18,8468,TL,0,14.09,MALE,SELF,OWNED,07-08-1982,34,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57283,0,0,10,0,2859,30900,12,4158,MC,0,11,MALE,SELF,OWNED,08-01-1972,44,1,1,0,,0,,,30900,,,5,4,3,TIER 4,0
57284,0,0,15,0,1818,27000,18,8455,TL,0,14.09,MALE,SELF,OWNED,20-07-1981,32,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57285,0,0,23,0,2338,46100,26,8455,TL,0,14.69,FEMALE,SELF,OWNED,08-09-1992,22,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57286,0,0,16,0,2659,39500,18,8455,TL,0,14.09,MALE,SELF,OWNED,01-01-1991,23,0,0,0,,0,,,,,,0,0,0,TIER 1,0
57287,0,1,14,1,2376,38190,19,2307,SC,1,11.5,FEMALE,SELF,OWNED,17-04-1980,36,4,2,1,60000,0,,15800,38190,,19,5,4,3,TIER 3,0
57288,0,0,10,0,2860,33000,12,2028,SC,0,3.99,MALE,SELF,OWNED,04-09-1966,50,5,3,0,,0,,,33000,,,5,5,2,TIER 2,0
57289,0,0,11,0,2253,31253,15,3741,MO,3,6.5,MALE,SAL,OWNED,07-05-1964,52,8,8,0,160000,0,160000,,31253,,,0,0,0,TIER 3,0
57290,1,1,12,1,2389,32200,15,1415,MO,3,9,MALE,SELF,OWNED,16-10-1974,42,1,1,0,,0,,,32200,,,0,0,0,TIER 3,0
57291,0,0,10,0,3025,34900,12,2062,SC,0,3.99,MALE,SAL,OWNED,01-01-1984,32,3,1,2,35569,0,,35569,34900,39,,0,0,0,TIER 4,0
57292,0,0,19,0,3096,60900,24,1247,MC,0,11,MALE,SELF,OWNED,07-07-1991,25,2,1,1,,0,,,60900,,12,0,0,0,TIER 4,0
57293,0,4,21,4,1990,37900,24,3577,MC,0,13,MALE,SELF,OWNED,02-03-1984,32,15,15,0,5000,0,5000,,37900,,,0,0,0,TIER 4,0
57294,0,0,13,0,958,18542,24,20185,MO,0,12,MALE,SAL,OWNED,25-06-1988,28,1,1,0,,0,,,18542,,,0,0,0,TIER 2,0
57295,0,0,10,0,3490,36250,12,1080,SC,0,15.5,FEMALE,SELF,OWNED,01-01-1980,36,8,8,0,,0,,,36250,,,0,0,0,TIER 4,0
57296,0,0,16,0,1678,33500,25,1005,MO,1,12.1,MALE,SAL,RENT,20-06-1989,27,2,1,1,30300,0,,30300,33500,,20,0,0,0,TIER 3,0
57297,0,0,18,0,2606,49276,24,3232,MC,0,13.45,MALE,SELF,OWNED,01-01-1993,23,1,1,0,,0,,,49276,,,0,0,0,TIER 4,0
57298,0,0,11,0,2409,28900,12,1799,MC,0,0,MALE,SAL,OWNED,01-01-1987,29,1,1,0,,0,,,28900,,,0,0,0,TIER 4,0
57299,0,0,16,0,2551,38900,18,2655,MC,0,12,MALE,SAL,OWNED,18-02-1972,44,5,3,2,404407,0,,404407,44900,18,,0,0,0,TIER 4,0
57300,0,0,20,0,2994,58900,24,4578,MC,1,10.99,MALE,SELF,OWNED,01-01-1985,31,2,1,0,,0,,,58900,,,1,1,1,TIER 4,0
57301,0,1,17,1,2024,29200,18,4433,MO,0,16.5,MALE,SELF,OWNED,26-01-1983,33,1,1,0,,0,,,29200,,,0,0,0,TIER 4,0
57302,0,0,18,0,2646,47000,22,1289,SC,2,13,MALE,SELF,OWNED,04-06-1976,40,2,1,1,,0,,,47000,,23,0,0,0,TIER 4,0
57303,0,0,10,0,3484,37350,12,1005,SC,0,11.91,FEMALE,SELF,RENT,14-10-1979,37,8,4,3,,0,,,37350,,94,0,0,0,TIER 3,0
57304,0,3,20,3,2692,48200,24,3899,SC,0,17,MALE,SAL,OWNED,10-06-1965,51,2,1,1,70000,0,,70000,48200,22,,0,0,0,TIER 4,0
57305,0,1,20,2,2630,49700,24,3782,MC,0,13.5,MALE,SAL,,06-06-1995,21,1,1,0,,0,,,49700,,,0,0,0,TIER 3,0
57306,0,0,14,0,3054,47900,20,1235,SC,0,16.5,FEMALE,SELF,OWNED,10-02-1978,38,5,5,0,52000,0,94000,,47900,,,0,0,0,TIER 4,0
57307,0,0,9,0,3920,56000,15,1151,SC,5,4,MALE,SELF,RENT,17-03-1980,36,6,4,2,35971,0,,35971,56000,,154,0,0,0,TIER 3,0
57308,0,2,17,2,2625,39000,18,8348,TL,0,14.09,MALE,SELF,OWNED,17-09-1960,56,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57309,0,0,15,0,1550,22500,18,8390,TL,0,15.99,MALE,SELF,OWNED,13-02-1974,42,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57310,0,0,16,0,1413,20500,18,8364,TL,0,15.99,MALE,SELF,OWNED,13-06-1962,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57311,0,0,15,0,1998,29000,18,8390,TL,0,15.99,FEMALE,SELF,RENT,06-01-1976,40,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57312,0,3,17,3,1723,25000,18,8390,TL,0,15.99,MALE,SAL,OWNED,06-10-1980,36,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57313,0,2,15,2,1275,18500,18,8390,TL,0,15.99,MALE,SAL,OWNED,15-05-1962,54,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57314,0,2,16,2,2925,43450,18,8208,TL,0,14.09,MALE,SELF,RENT,10-07-1970,46,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57315,0,0,23,2,1804,35000,26,8348,TL,0,15.69,FEMALE,SELF,OWNED,04-03-1978,37,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57316,0,1,17,1,1245,18500,18,8348,TL,0,14.09,MALE,SELF,OWNED,19-04-1977,39,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57317,0,0,16,0,1275,18500,18,8389,TL,0,15.99,MALE,SAL,OWNED,04-01-1968,46,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57318,0,0,16,0,1545,22500,18,8363,TL,0,15.69,MALE,SELF,OWNED,26-04-1975,41,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57319,0,0,23,0,1435,27300,26,8389,TL,0,16.89,FEMALE,SELF,OWNED,04-11-1982,34,0,0,0,,0,,,,,,0,0,0,TIER 4,0
57320,0,0,10,0,2921,33700,12,1946,MC,0,3.99,FEMALE,SELF,OWNED,15-07-1977,39,14,14,0,15400,0,15400,,33700,,,0,0,0,TIER 4,0
57321,0,0,10,0,2914,32670,13,2307,MO,1,14.7,MALE,SELF,OWNED,06-04-1971,45,1,1,0,,0,,,32670,,,0,0,0,TIER 3,0
